Cell_ID,Cell_Type,Disease_Status,Gene_E_Housekeeping,Gene_A_Oncogene,Gene_B_Immune,Gene_C_Stromal,Gene_D_Therapy,Pathway_Score_Inflam,UMAP_1
C0435,T_Cell,Tumor,4.574689519919161,2.356184322410869,14.16059800750998,2.888303333014822,2.1330778842477573,10.446770577952572,7.879800508794123
C0436,T_Cell,Tumor,5.460850774810001,5.359648596843125,12.266258532407814,2.411641703196465,2.5078724273933313,11.4583278775294,6.02669529365631
C0437,T_Cell,Tumor,4.638023871602605,3.0915666593096156,12.025412263460174,4.654973884995194,1.8983934553547748,8.938959852069615,7.500639317714564
C0438,T_Cell,Tumor,5.080195411673105,3.192495500356546,12.342279271406824,3.57576886683151,1.0806943286908073,9.17187384179127,5.86651640810193
C0439,Fibroblast,Tumor,5.872324309686813,2.940862081048932,3.331891098849281,12.720327967239605,1.6537281074916257,3.27874291299129,11.005332952370601
C0440,Cancer,Tumor,4.8129951856902835,13.33866643642008,1.6840865006574937,2.9365121892929635,10.40996233950194,3.8796977059149347,2.1194865480316727
C0441,Cancer,Tumor,5.475557394874279,14.284944534780772,5.254300159755759,2.1651619096122356,9.604682071068503,9.251814957838905,-0.4777508877220038
C0442,T_Cell,Tumor,5.26558492530266,3.138979301796773,10.520688284749928,3.5766613458215426,1.6646400427694945,8.6395256973281,6.630134622684046
C0443,Fibroblast,Tumor,5.13218787903354,3.999089798944328,4.132208816602013,12.033971123004793,4.631388261254595,2.7137214346124656,11.107318365474644
C0444,T_Cell,Tumor,5.1934103571823025,6.264754542046213,11.89862022883623,4.156049781275385,1.0934071306296893,14.886903143721911,6.759073687443706
C0445,Fibroblast,Tumor,4.928307826444119,2.78204347218823,1.9982844481935282,12.781630156021798,3.6191716406911705,1.0,10.530247797201426
C0446,Cancer,Tumor,4.992474590060258,13.193430895367252,3.3818143972058796,2.0801841048977336,9.240000190050798,7.947937760709899,1.4065671714602117
C0447,Fibroblast,Healthy_Control,4.710469776994807,4.725819070280739,2.738978621020947,14.773070303660077,2.686876586338189,4.128080335323059,11.726266676195808
C0448,Fibroblast,Healthy_Control,4.995802953363063,6.447079528256787,2.280478022965014,17.024621559530463,2.0006180927814228,3.0313885808288807,11.958268434885248
C0449,Cancer,Tumor,4.693063965635834,12.38661803506445,1.817595119309992,3.830461815398535,9.234931210716798,3.808490093186097,1.9935148152715791
C0450,Fibroblast,Tumor,5.500165569156234,2.020946144657584,1.7686895427244402,13.010302579872457,3.2545952739376163,4.613864976928859,12.087352882850057
C0451,Fibroblast,Tumor,4.199374528734721,3.7444930393706954,2.3341191762624383,12.4039883345062,4.331672413533925,6.176485324428833,10.625653600334465
C0452,T_Cell,Tumor,5.2197445288913285,3.606819799680788,11.510089616657051,3.612798030764999,2.2654519450233965,9.850902289157553,7.417749260036095
C0453,Fibroblast,Tumor,5.145063561402302,4.828238883006935,1.9212933612981404,14.09376333368694,3.1430837302554036,2.3281530318864787,10.286807421449708
C0454,T_Cell,Tumor,5.0987895598523085,4.5682273497148405,11.881821073414608,3.318427845006606,5.510016452559126,12.569044297563151,9.051787113906494
C0455,T_Cell,Tumor,5.510513953050004,3.6994588292319235,11.012187947454839,4.462507487609429,2.4140101091404285,9.550584253872035,7.070102943886458
C0456,Cancer,Tumor,4.835195362726311,15.479931855396917,3.199060265289669,5.484291609837004,9.10199170149578,8.078409707180958,2.0628748517271713
C0457,T_Cell,Tumor,5.103581849217675,2.925535514691282,13.244520891518732,2.175466294713599,0.6479821561315255,12.310300056072462,5.766274564585756
C0458,Cancer,Tumor,4.192240785703332,14.044079043355982,3.126333348422625,3.6518071741441736,10.218776523257597,6.770277541325437,2.046934182138478
C0459,Cancer,Tumor,4.773283005955127,12.409760008249778,2.7606714496035747,1.7553486444052129,8.802879997851365,6.1791135655134415,1.579589467320837
C0460,Cancer,Tumor,5.418524831439453,13.688518181948035,2.392426873600344,2.523908282920036,9.056213925357703,6.574887676721859,1.8248734301358394
C0461,T_Cell,Tumor,4.353062248279358,2.2045055573453984,13.55090128063225,4.208804500179055,2.140498464225521,9.869196996250182,7.009500527417256
C0462,Cancer,Tumor,5.05509862538871,12.498651457038592,2.67277755201232,3.259550877840513,10.988772066076356,4.86821920743424,1.4161419827845039
C0463,Cancer,Tumor,4.650057140231623,16.962812132216108,6.386847857583579,1.9350978538226233,9.593990695010744,10.5369638174482,1.2842959980418573
C0464,Cancer,Tumor,4.92040895154446,11.93224658274872,1.9385243882677512,4.698336593402608,8.92404332147849,4.449074616869133,1.437239695462498
C0465,T_Cell,Tumor,4.677896703843557,3.4622515893109584,12.126874241816974,2.762377968273598,1.7139232078189197,14.906203786622097,8.027792680920102
C0466,T_Cell,Tumor,4.393179865658861,5.05594961855198,13.501866137225198,4.39671944902589,1.6054728169054946,12.51714554460787,6.742831697404917
C0467,Cancer,Tumor,5.170488114339637,18.38352618563772,2.274860461122929,3.9279163513833173,9.95687956179064,4.727653664516847,3.0811486274636626
C0468,Cancer,Tumor,4.95063278261419,13.993777076340946,2.6360662683876184,2.5079059676321465,8.92631752401614,2.0860696605104003,1.5429638284056946
C0469,Cancer,Tumor,5.288704531244152,14.077426034985118,3.4874635930060465,4.423210333107963,9.168854967274008,8.244788888359299,2.4799769208323315
C0470,Fibroblast,Healthy_Control,5.385493753554489,3.79962144310945,3.227921494172457,13.681838896993467,3.967640520678317,3.9341182501990204,11.800748274028681
C0471,Cancer,Tumor,5.6219802199685756,15.495896012260447,3.4130500795190675,3.5097676961291064,10.643805115462277,9.540229660970319,0.40559418314144646
C0472,Fibroblast,Tumor,5.0418759716296915,4.3802245188703,4.147657143854519,12.832394970561987,4.152814990723259,3.666193906481749,10.053692632797455
C0473,Fibroblast,Tumor,5.6463504627680585,3.0401351433581003,2.5430855470258242,12.292335457372673,1.5609193349181452,2.7656257507212225,10.525238458754941
C0474,Cancer,Tumor,4.513748346849884,15.613311439572087,4.5375188636193755,2.879495604202865,9.13464505654889,8.732828573154501,0.41942140628214264
C0475,Fibroblast,Healthy_Control,5.447368851905251,3.16721812126329,1.6284481128444293,12.858674665014838,3.925815471157842,2.0203332119044775,10.71085646980014
C0476,Fibroblast,Tumor,5.2084773562460125,2.09735369021969,4.037640756049843,14.397792136286936,3.449394560531548,3.502706000752882,11.019682568918942
C0477,Fibroblast,Tumor,5.092220854698729,2.0997679607277693,4.130121353220906,11.910683216120008,3.248328381076058,5.02242559787436,11.45402662675225
C0478,Fibroblast,Tumor,5.200867224286076,3.48187804909438,2.2134325206279772,15.405919107042621,2.5302128515792117,1.5646401292518812,11.126403490204375
C0479,T_Cell,Tumor,4.520523255272918,3.887953469434746,10.77724765434759,5.505735388910033,1.3271139959974447,10.591705399614229,7.003667849225082
C0480,T_Cell,Healthy_Control,4.415343539632014,5.2970281763608735,11.639454197072356,2.6737920127480916,1.8759813978891362,13.643434175087314,7.7166189030371415
C0481,Fibroblast,Tumor,5.9004015533886776,4.725401063657776,3.2446375152370295,15.282737835138942,2.46045960747299,6.496037531986579,11.622918222792869
C0482,Cancer,Tumor,4.892152950555271,13.855385027057686,2.552724675563751,2.367787634363192,10.378234557263621,3.4899797549468485,2.8354888725110747
C0483,T_Cell,Healthy_Control,4.885193555054979,5.405494794597113,12.349660087070875,4.820848590323182,1.8805587834178494,10.766704518109908,7.130636690861246
C0484,Fibroblast,Tumor,4.457133713117536,3.7626619078126264,5.338313577987947,12.519192169024269,2.076537603818732,5.835307113872364,9.312315261016622
C0485,Fibroblast,Tumor,4.291573152197972,2.3452741530568977,1.8275134977140841,14.672603443614415,3.4974328609317684,4.082435392840541,11.299039032360376
C0486,Fibroblast,Tumor,4.931547434524784,2.1669884652916505,1.5092962673239674,12.05032926927164,4.276188604815458,2.1723805293200744,12.588321849566892
C0487,Fibroblast,Tumor,4.808517826056232,5.9555907457760595,2.7827468300984077,14.750217060383537,4.369856735258132,5.9325299184688545,11.718190265716835
C0488,Fibroblast,Tumor,4.9760467546589995,1.6587822548293352,2.2822326057839155,15.08744242753783,3.541390997578654,1.3193504133698883,11.878710048617679
C0489,Cancer,Tumor,5.018627398856148,13.482291693613348,2.435191125720393,2.0284509471215295,10.557126843305555,6.487535718759815,1.5663809109178106
C0490,Fibroblast,Tumor,6.37758716477281,11.046412558574072,4.293760728576557,15.947801309095162,1.9523042362160585,7.281380234551718,11.639195654248544
C0491,Cancer,Tumor,4.809960819730116,14.424184738242136,2.7367766825939963,4.649388141613057,9.28878523050083,8.486692220575232,2.4155499726506946
C0492,T_Cell,Tumor,5.824446060286677,3.472450341104909,11.819389366169508,1.7008192996897549,1.6947039622593958,11.860080300755056,6.76602477953296
C0493,Fibroblast,Tumor,5.86062862178204,2.0329618406664114,2.4698333354543642,12.811876393542867,3.449665817851382,3.620757379693721,10.649451935233467
C0494,Fibroblast,Healthy_Control,5.3636128284315925,6.734087917490176,2.8104298666120693,14.679095782792562,2.342141151349988,5.542565017860188,11.318292143418205
C0495,T_Cell,Tumor,4.859854888156922,5.817109537963887,12.105223472739564,4.213363800841273,1.5761454191462625,9.614910378694944,7.67848307119003
C0496,Cancer,Tumor,4.343385226341577,14.801391087694205,7.0272077708618905,3.436523790820609,10.412955079147114,9.804990932775022,-0.428758321882992
C0497,Cancer,Tumor,5.2181257811383395,13.744556358989772,3.1164883819469686,4.511160611389628,9.97557307501836,5.109196533834323,1.3636544431169886
C0498,Fibroblast,Tumor,5.507388874572042,4.608925688076824,4.150938962376551,12.473941368727466,3.171813027154212,3.7237488748401653,9.632582025304027
C0499,Cancer,Tumor,5.922726630975587,13.54875269627996,3.023563197671937,3.363502343382313,9.210872604782573,6.222859571305697,1.4141959398242525
C0500,Fibroblast,Tumor,4.5253872937321,2.631281048880688,1.4736261338751822,12.497515545641818,2.5648767929123775,1.0,12.182730118448372
C0501,T_Cell,Healthy_Control,4.855784438966042,5.298384212759739,11.367571083795049,3.463000183977452,1.4437231363960077,10.477051846047713,6.563187148561098
C0502,Cancer,Tumor,4.528138756352229,13.677122573464164,3.1157330530024527,4.622395289176336,9.845185400045203,5.421495819083828,1.2997410068900226
C0503,Cancer,Tumor,4.67052957756453,14.525976225236697,3.599328198158073,4.296268235498044,9.472777646687206,5.653098452225368,1.9633550376193765
C0504,Fibroblast,Tumor,5.31608057191184,3.5843265254515235,3.047040305011519,13.566195192119219,2.3662229789551232,3.6567155220938474,11.695649733549516
C0505,Cancer,Tumor,4.64922799166085,14.428336610177887,3.836925945551679,4.604957664422556,9.963927030176656,6.81494070682919,2.169316643142597
C0506,T_Cell,Healthy_Control,4.5824811549433475,3.7256791896829617,10.77186277797571,4.758658436250126,4.62103317480748,10.247446588798427,7.026122566056172
C0507,Fibroblast,Tumor,5.3868680889079705,3.6216696643992736,2.8914835784830664,16.027774176432075,3.439596063989473,2.4264540479771997,11.399326788432202
C0508,T_Cell,Tumor,5.203984320172199,3.7862816586831283,13.37969607020548,4.88612351201791,0.596936644044415,11.57624173084035,7.3686083287951405
C0509,Fibroblast,Tumor,5.151957990796335,10.96289000591421,2.076264999596443,14.12072426383019,3.189805568690521,8.637905562956336,10.507378008462691
C0510,Cancer,Tumor,4.661495665091232,15.010656395869637,4.094595744002638,4.520384062581463,9.408005075187647,8.713525300177759,0.27426823970703595
C0511,Fibroblast,Healthy_Control,5.6601113110240435,9.569287500491024,4.026476778751998,13.590853915107264,2.0969136063183487,4.822859353207797,10.372083009651222
C0512,Cancer,Tumor,4.982382367435543,13.73432528874004,1.904848881882837,3.0157984901826063,10.576546723369427,7.503324972175706,2.507111640087855
C0513,Cancer,Tumor,6.3084494350709,13.348123960127406,3.1759442654961165,4.421297770722766,9.918251751400268,8.867805069950938,3.0492492296311777
C0514,T_Cell,Tumor,5.055816128532253,2.536684186162432,11.996610799012256,4.261411163502536,5.378867008606529,11.256316440039054,6.936287115622357
C0515,Cancer,Tumor,3.94207865322759,16.699638285986428,2.687700411446108,3.649258739079829,9.742416566079063,5.987117147822378,2.4801260332977333
C0516,Fibroblast,Tumor,3.9246079617399676,2.6970655192442052,1.7337985804646692,13.102846887802585,2.6445495925423947,3.745629034276585,10.791821277840443
C0517,Cancer,Tumor,5.294680265468924,17.22029924912881,2.6131195106068956,3.0460056478959876,11.197620976558113,6.39061700916443,1.7443231810006832
C0518,Cancer,Tumor,5.6643309664288175,12.590626037205682,2.705264015869435,2.889081835314603,9.866419616980235,7.967669404458297,1.0700565197767715
C0519,T_Cell,Tumor,4.6010053626145035,5.166153230598896,10.63996612013057,5.031993573943771,1.0193172108758146,9.700440693503074,7.7101839765983415
C0520,T_Cell,Tumor,6.1351725646202135,2.1030586600355043,10.863188274840555,4.904007064595121,1.1383678291104178,8.90219565924329,6.55296887938468
C0521,Cancer,Tumor,5.872903397959655,13.190550834356884,2.1065171794982445,4.834329507562613,9.558249915360141,6.428465022574853,0.8751705506714006
C0522,Cancer,Tumor,5.08078140615909,13.775436163380359,2.0251977177608222,2.3315387997024546,10.523295281839454,7.868187784675154,1.5327256918147893
C0523,T_Cell,Healthy_Control,5.250241121153313,3.0155298243212174,12.164000029210193,2.9370747302526965,3.3010342685441554,14.188186533752377,7.571736493153223
C0524,Cancer,Tumor,5.439533695430576,13.522199218733727,3.825930963788868,3.0385638552665695,10.692261007058843,7.157926475303514,1.6145571783358488
C0525,Cancer,Tumor,6.00740142768163,13.528313470873277,2.573152876045457,2.7050461325421575,10.422294246270193,5.502506430018927,1.1716812855241714
C0526,T_Cell,Tumor,5.325500656867227,5.018890357025973,12.649769965280347,6.160377300857043,3.063196580402308,10.394476900398965,6.37022531486839
C0527,Fibroblast,Healthy_Control,5.069332651985033,1.756932164072193,3.8771601710838914,13.783685152264285,3.481837680067659,1.405995995856295,9.819175794489269
C0528,Fibroblast,Tumor,5.320278735075863,3.053583273710877,2.768336371076004,13.694124582081617,2.122831036567611,1.621688918607876,10.680622838899378
C0529,T_Cell,Tumor,5.249144746455325,5.903858618077154,12.249106744524147,2.834502277640378,1.6492472489348855,11.923902453919407,6.892960314940742
C0530,Fibroblast,Tumor,5.455770776918483,4.5930169108640895,2.647023471235539,14.413173667128325,2.407736165578304,5.077501089016837,11.387772390995547
C0531,Fibroblast,Tumor,4.253962117769878,5.939622858314724,1.9767805279988793,16.8743655283582,4.287303302198783,2.007700779422713,10.183024835831084
C0532,T_Cell,Tumor,5.134433692695333,4.932003532701999,11.233431641191341,3.4013767052630537,1.0877226438877639,11.647044049444256,7.467731319815831
C0533,T_Cell,Tumor,5.20902296248468,2.52812472238634,12.163874520181713,3.062846879098376,1.1009298222144195,9.196684045274313,6.58408910011413
C0534,Fibroblast,Tumor,4.939164286453999,4.759946477010689,2.7361431800309455,13.212322465663586,3.0074422066982107,2.5063868549533668,10.640360583582716
C0535,Cancer,Tumor,5.379978643821277,13.883937944302213,3.615438387007944,2.973764513084328,12.323219804452817,5.453209429193391,2.3741038366427527
C0536,Fibroblast,Healthy_Control,6.026110642300922,8.526768082478208,1.542538639253779,13.307648915640836,3.612761014670697,5.789821576482556,9.265856115609962
C0537,T_Cell,Healthy_Control,5.044255604372208,5.010215837635222,10.667735436638647,2.700244229568946,2.991043278074841,12.446859612816471,6.141219742551421
C0538,Fibroblast,Healthy_Control,5.330594952228183,4.5283137348743105,1.7330470787382766,12.46363726720461,1.9870919504329174,1.6512624346226543,11.031951890849612
C0539,T_Cell,Healthy_Control,5.839760685444753,4.774692122362394,12.004245518789341,3.2874510927558918,2.536085120079456,9.822092759776117,6.996520302996937
C0540,T_Cell,Tumor,5.056017023349309,4.439637200039384,10.819587130723146,3.4015440576831857,0.9842638690938985,10.921417847053421,5.808610842555102
C0541,Fibroblast,Tumor,4.553232168535561,4.396297537493504,3.1576992203354646,13.022678072504496,3.608125863839475,6.4370954330725105,10.654055065797962
C0542,T_Cell,Tumor,5.290366449034572,3.400465640155824,12.634071569392889,5.381219531409517,0.709239053158143,13.548275597217401,7.67061062861289
C0543,Cancer,Tumor,3.9942011163993274,14.548241623550465,4.655716689029213,3.8026866067320264,9.54939448350929,7.511456033315402,0.6860186964069471
C0544,Fibroblast,Tumor,3.9558580993681898,5.283283724605294,4.491917021519123,14.24062645104392,1.4615603898519365,4.9031967850646545,11.756526593828852
C0545,Cancer,Tumor,5.143229279308,15.502066852890364,2.270962580970772,4.278347676033062,9.13562806698775,4.62007779957341,0.9986878200521957
C0546,T_Cell,Tumor,3.9375109969714663,5.265395725985981,10.655295401010713,3.428351683781939,0.7923272664322221,9.509348462918494,5.688953158221109
C0547,Cancer,Tumor,4.363493489755263,16.472309361839667,2.318239772874242,3.56115993298122,10.515920487772796,6.941232328597628,2.073359863467757
C0548,Fibroblast,Tumor,4.790081395228853,5.628359180563936,3.9079225903456964,12.48540013306477,2.9345962467263362,2.790181426304831,11.175484243042467
C0549,Fibroblast,Tumor,4.629739003287892,4.70436757482862,2.507889147786074,14.120119621677773,2.4453143470979604,2.600139948022595,9.973844362063293
C0550,Cancer,Tumor,4.902370430465403,12.47356613899942,2.8236708019900734,2.9626197429977545,9.956331558615654,6.334328126242045,1.1200547143588069
C0551,T_Cell,Tumor,5.55930466668223,2.4739183130886144,11.3751999873671,2.674908626943576,1.1732312790381858,7.562373635910345,8.207474157192662
C0552,Fibroblast,Tumor,5.094958537321572,3.422938044925673,4.754916504691824,15.110195252488513,3.159474489620536,5.5344038886754126,11.460846639711114
C0553,Cancer,Tumor,4.575607184952806,13.809375861173272,2.0475528002020487,2.1234786874500515,9.775146591063615,7.311446522337301,2.2807702414856594
C0554,T_Cell,Tumor,5.6948944669546115,6.2190032598789955,11.908401586823015,5.87256846939346,4.967296334269487,12.247467388053721,6.203177632102811
C0555,Cancer,Tumor,4.314288045522963,11.366442217493368,4.078210704501111,5.719646462978103,11.836343414063474,5.927312524473754,2.3576949161668908
C0556,Fibroblast,Tumor,5.086530286208437,2.574683380997814,5.1742055806671425,13.074379923126248,3.8621771014574255,6.669764570026439,10.00323289312619
C0557,Cancer,Tumor,4.266684659847296,13.490536834430884,2.2714178483594853,6.003460382508923,10.129327022053875,7.945465414076395,0.5253765590535973
C0558,Cancer,Tumor,5.101995805046899,12.608855118958285,3.887641755811817,2.4621644242417333,10.26211907323649,7.369453388381407,2.084583519439397
C0559,Cancer,Tumor,4.819543600456433,12.803882521561844,2.317996736870077,4.611710038776951,11.257643323442064,5.919119779565998,0.5682436997354526
C0560,Cancer,Tumor,5.542343548037982,13.125026743988425,4.450196586495879,3.3294053563508097,10.12508343158458,6.5681047175914795,2.5622926681654903
C0561,Fibroblast,Tumor,5.346020707535567,2.6575973368674295,4.989345122520521,11.813002590391012,3.188118325867421,4.1787401621234075,10.123313085481632
C0562,Fibroblast,Tumor,4.692168342959522,2.830125868381223,2.132246014276989,12.682714276350678,2.360352835300969,4.163097466693582,10.319556370277017
C0563,Fibroblast,Tumor,4.603249513454598,6.14106230063053,3.518524096544561,13.123699606358064,2.2769431126235347,7.431217993828689,11.807220094485519
C0564,Cancer,Tumor,4.821241290441311,14.680199196176158,4.084898468430523,4.292611525125939,9.748692646781512,7.0495125616741925,1.0654735231617778
C0565,Cancer,Tumor,5.998764449947626,14.941232686956338,2.58678280151776,2.8239742121807234,8.217994295655911,6.294848040236308,2.0566083771535495
C0566,T_Cell,Healthy_Control,5.847223924772532,3.699244756555205,12.399798685638565,3.0226471805736885,1.8193230742694264,10.058755080503321,6.220629545249306
C0567,T_Cell,Tumor,4.5171293525071095,5.404700198722722,12.458010214408148,3.9651522690708734,1.6309103936661056,10.941599120320014,6.806379482332117
C0568,Cancer,Tumor,5.388603717861054,15.0938398050448,5.464376840812862,3.8958532417024143,10.785806141721542,7.012647989563995,2.018605441379779
C0569,T_Cell,Tumor,4.186018874586233,4.653485769410041,10.501041159083242,3.2111013839430362,3.2352395233411313,10.440624648262824,6.40799311743259
C0570,Fibroblast,Healthy_Control,4.758058632753573,2.9541716037859143,2.7948624934961157,12.992866591538986,6.557438502510092,1.2199710190059734,11.715908791750596
C0571,Cancer,Tumor,4.535507365892194,13.190456575492096,1.896687077660827,4.528250007913358,10.43510195189545,4.652121292605422,1.2478001446931053
C0572,Cancer,Tumor,5.535184014402301,15.49768191448522,2.8588252484498478,2.987263264972918,9.99001629168073,6.844671828479711,1.5840638176872601
C0573,Fibroblast,Tumor,4.374148788447314,3.105171657833045,2.2074145058233814,12.227055042247184,2.36828150341879,1.0,10.29813623492776
C0574,T_Cell,Tumor,5.1928932623892985,2.3469437559353636,11.62003512747698,2.9028975327232462,1.0247642346482162,8.839314724355157,6.46074678043253
C0575,Fibroblast,Tumor,4.9755383837216165,3.0835264832493965,2.142964301952141,13.972870139964463,3.8292835772478977,1.0,10.409100351336757
C0576,Cancer,Tumor,4.888871453481434,16.59397602844686,2.993260299819407,3.150065284649618,9.820802373019307,9.022217154350013,1.0737187109861903
C0577,Cancer,Tumor,5.877934324453202,13.084624387740142,4.032999515730504,2.799899665170412,10.266949943855877,9.288800012215997,2.5823421362935024
C0578,Cancer,Tumor,5.929826229448959,14.217986567857182,2.521729524582857,2.179012093462113,9.86325646000677,5.098814241728685,2.284552940219703
C0579,T_Cell,Tumor,4.904040068331552,2.995690920435368,13.528097005334237,3.155692793254833,1.8876137933568917,15.866156888976395,7.3162597043821105
C0580,Cancer,Tumor,4.806442140663222,14.940304709713896,3.993998830683617,3.5721720963221038,10.05594512127443,6.276235303627592,1.038967234982231
C0581,Cancer,Tumor,4.280843658034701,14.550430291645263,5.507860658971523,2.366365213062305,10.26394674723278,8.136526098266557,0.9105447317738448
C0582,Cancer,Tumor,4.973072743432449,12.18060409867831,3.252602919477414,3.1083414518940953,10.862378113871348,6.995633931503665,0.821269995587563
C0583,Fibroblast,Tumor,6.045458773231132,4.127742494122936,2.7896686237471284,12.299092146437069,1.9077691672514352,4.350993241540532,10.78731638379585
C0584,Fibroblast,Tumor,4.911705450339952,2.03434474718757,1.70127058981736,13.171680248787787,3.4424026834897212,1.4927889039837652,11.19609045019724
C0585,Cancer,Tumor,5.3503258509323235,13.063403785547708,2.2082536143265297,5.885150031542309,8.873505050971499,7.326988967889834,1.929990090325972
C0586,T_Cell,Healthy_Control,4.327805104167025,3.729815264769241,11.660324765917267,3.5058683618802746,2.573726029647302,12.245274671362159,7.010085716607463
C0587,Fibroblast,Tumor,4.764027209421974,7.3186674512887215,2.7645522552494985,11.954108680041426,3.1578008491205964,4.395729630303535,11.395813684467509
C0588,T_Cell,Tumor,5.210075168167352,4.203107022072128,15.100132667958729,3.6972306888005186,1.776153906928303,13.115884041166021,7.65516591337445
C0589,Cancer,Tumor,5.028001874853028,12.835611331920347,2.6611246874492482,5.127000383642642,9.811602306493288,5.063769127469625,1.2397707527424904
C0590,T_Cell,Tumor,5.401757820375808,3.338237979290012,10.6030967124829,2.087112627782169,1.9753858608983608,7.923577628255186,7.768866098356307
C0591,Fibroblast,Tumor,4.684903959265141,5.236976292912048,3.531231984962348,12.336491729048305,4.055433418121001,3.195386218616311,10.311386533698942
C0592,Fibroblast,Tumor,4.178277312187966,2.8496027127796637,3.4652924170521815,13.608601696316867,3.9405518882480224,4.443912085086209,11.410467341870993
C0593,Fibroblast,Tumor,5.564420001964173,5.5757017850146555,2.4521537793019905,13.216040348008702,3.7936413424460294,3.635488544349771,11.022374863874571
C0594,T_Cell,Healthy_Control,4.531625006130204,3.098064028141178,14.677770511041913,4.957830176623193,0.8384071350950155,12.305327620026706,7.122710037831867
C0595,T_Cell,Tumor,5.2330651659278855,2.6871691937131943,10.537722468122412,3.117318010017331,2.431389318088546,8.379792403432543,6.742538972041311
C0596,Cancer,Tumor,5.204045614539479,13.13428927370127,4.269500607771666,4.359588543684622,8.306870026673964,6.531784740595363,2.3731247618852858
C0597,Fibroblast,Tumor,4.214374272385462,2.0838642388622115,2.5894464401824235,15.510340416406766,1.4252147603864103,2.6289941610637433,10.57703459996553
C0598,Cancer,Tumor,5.524067299463903,11.703078399227364,2.0905626062034965,2.4792583458197988,11.099044938459278,4.997202214559813,2.47122075879522
C0599,T_Cell,Tumor,4.701807020407792,3.634849635801674,15.203316940185301,4.248004198586656,0.7793872558012767,13.251548124287522,7.975822446388461
C0600,T_Cell,Tumor,5.002583703180665,3.6549956981899894,12.614879490683467,2.8966516001294957,1.685292780508072,10.521471360343167,7.315778461349973
C0601,Cancer,Tumor,4.800564688604022,14.110455023337881,2.583282738248076,1.5819941987056247,11.48963416769221,5.293544082832024,1.2810143678768315
C0602,Cancer,Tumor,5.849279152958616,13.628343734650633,2.5662960094916785,3.8806609699231998,10.439818568561712,6.154176634030733,0.9135586229728924
C0603,Cancer,Tumor,5.688676968752317,18.71814755462804,3.1122035567602713,4.043184007595594,10.209231333670173,9.079902601098889,0.10393939228538329
C0604,T_Cell,Tumor,4.152372819029487,3.9812429538680534,11.449740200865453,1.9752845160681602,1.79621692124682,9.591276824390812,7.37791468309306
C0605,T_Cell,Tumor,6.232538980638117,2.273261398694309,13.339571716872987,2.845856032653223,1.964758680686801,7.772598600696227,6.221953465226136
C0606,T_Cell,Tumor,4.649690871004063,2.4949641610469526,11.92821810320306,2.6898838512211216,1.323332537955356,8.239853354586456,6.319961744103834
C0607,Cancer,Tumor,6.136064854796374,13.74573064345693,3.9599293024011812,4.3371774016712115,9.435770461765088,8.903039299293127,1.8857054822835253
C0608,T_Cell,Tumor,4.8496449571285725,3.1981160486346383,12.044764124413836,1.9753182749088989,1.927056922092833,12.085853138543499,6.699080499602811
C0609,Fibroblast,Healthy_Control,4.808839789417878,2.398621201109489,3.7745238743612775,13.430767385415917,3.0690531706423947,4.709342131973372,11.152319706977186
C0610,Fibroblast,Tumor,4.853943527160675,3.666215566071934,4.404711971122641,11.517698416273046,2.7039073853613083,5.3926300642654486,11.322407863108639
C0611,Fibroblast,Healthy_Control,4.780205039187056,3.685714960803815,4.911354792887633,13.757345233765495,1.3771761705544059,6.561360719950753,12.12329010607746
C0612,Cancer,Tumor,6.399850925928201,16.681345834166954,3.337726255689923,3.451842471188782,11.729781775854882,7.159844654990658,1.639001570255382
C0613,Fibroblast,Tumor,4.937432282308263,2.6864182195737114,2.1482574951044895,12.792259159104985,3.8580757206499405,2.732904032122003,10.615269742545237
C0614,T_Cell,Tumor,4.827401210647219,3.218713907648594,11.691000510516755,5.330011755224973,1.6636543738753065,9.160773315293007,6.947445229617719
C0615,T_Cell,Tumor,5.013552139038083,6.673891881766516,11.822005677959822,1.3808473386012332,2.8972721980735097,11.196770800635651,6.5954919733361335
C0616,Fibroblast,Tumor,4.517549767080246,4.219411883846747,2.362859510935715,13.290832909066516,2.533386573099846,6.000498037162902,12.315828208696088
C0617,T_Cell,Tumor,5.834436383042134,2.6807090861297533,11.23822527777513,4.935450693944958,2.1550460580818966,8.554856132757317,7.260563516136639
C0618,T_Cell,Tumor,4.296155078350229,2.889975778481656,12.011907705558691,3.456079431105573,0.5245063050335714,8.728772481267882,7.4092673754051726
C0619,Cancer,Tumor,4.679609014536614,12.411113914374038,2.0683628613373433,5.220572563266623,10.09338500225484,5.087574306381514,2.446751336460919
C0620,Cancer,Tumor,5.462441619368859,13.851780983605572,1.9420735737740502,2.8490415545436125,9.597661531901055,5.109367471059835,0.9066452153941045
C0621,Fibroblast,Tumor,4.996248990641951,5.444160362103654,1.642025075099113,13.131354879703432,3.0547920057668425,3.3458371458736518,10.001457905895993
C0622,Cancer,Tumor,5.255355753959562,16.767220434114208,3.326251138682168,4.9944717376816445,11.95773786659823,8.880471576417582,1.4840814544397782
C0623,T_Cell,Tumor,5.797332685337805,2.1844857346634736,12.179419659895494,4.461192288621716,1.8293898892962113,9.83708764358035,6.003424824450566
C0624,T_Cell,Tumor,5.499148717853038,5.13338372315295,11.561376182201663,7.367269210066444,1.453280151728403,13.949284245857736,6.712226087280514
